id,title,brand,season,gender,color,category,detail,hashtag,image,url,style,temperature
308,LONG SLEEVE CREW NECK T-SHIRT [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,상의,긴팔 티셔츠,"['#기본티', '#긴팔티', '#라운드넥', '#루즈핏', '#면티셔츠', '#무지티', '#MU-T']",https://image.msscdn.net/images/goods_img/20190327/996234/996234_2_500.jpg,https://store.musinsa.com/app/product/detail/996234/0,포멀,20.0
309,OPEN COLLAR POLO SHIRT [BLACK],무신사 스탠다드,2020  S/S,['남'],검정색,상의,피케/카라 티셔츠,"['#기본티', '#반팔티셔츠', '#여름티셔츠', '#폴로셔츠컬렉션', '#하프슬리브']",https://image.msscdn.net/images/goods_img/20200423/1419083/1419083_1_500.jpg,https://store.musinsa.com/app/product/detail/1419083/0,포멀,20.0
310,CXPEANUTS 70th SURFING SNOOPY TEE WHITE,커버낫,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#로고티', '#반팔티', '#트로피컬', '#티셔츠', '#하와이안']",https://image.msscdn.net/images/goods_img/20200424/1421368/1421368_2_500.jpg,https://store.musinsa.com/app/product/detail/1421368/0,ALL,23.0
311,[CHUBBY]EMBROIDERY TEE BLACK,파르티멘토,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#반팔', '#반팔티', '#오버핏', '#오버핏반팔', '#처비', '#처비라인', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200511/1438799/1438799_2_500.jpg,https://store.musinsa.com/app/product/detail/1438799/0,캐주얼,23.0
312,M/G SIGN LOGO HOODIE GRAY,마크 곤잘레스,,['남'],회색,상의,후드 티셔츠,"['#로고', '#로고스웨트', '#무신사단독', '#사인로고', '#크루넥', '#후드', '#후드티']",https://image.msscdn.net/images/goods_img/20170926/644026/644026_2_500.jpg,https://store.musinsa.com/app/product/detail/644026/0,포멀,17.0
313,PONTE LONG SLEEVE CREW NECK T-SHIRT [OFF WHITE],무신사 스탠다드,2019  ALL,['남'],흰색,상의,긴팔 티셔츠,"['#기본티', '#라운드넥', '#레이어드', '#무지티', '#무티', '#이너', '#MU-T']",https://image.msscdn.net/images/goods_img/20191016/1190264/1190264_3_500.jpg,https://store.musinsa.com/app/product/detail/1190264/0,포멀,20.0
314,VENT LAYERED T-SHIRT [BLACK],드로우핏,ALL,['남'],검정색,상의,긴팔 티셔츠,"['#긴팔티', '#레이어드티', '#레이어드티셔츠', '#롱슬리브', '#쭉티']",https://image.msscdn.net/images/goods_img/20160907/407066/407066_4_500.jpg,https://store.musinsa.com/app/product/detail/407066/0,포멀,20.0
315,ORIGINAL LOGO SHORT SLEEVE JS [BLACK],비바스튜디오,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#로고반팔티', '#로고티', '#반팔티']",https://image.msscdn.net/images/goods_img/20200303/1331436/1331436_2_500.jpg,https://store.musinsa.com/app/product/detail/1331436/0,캐주얼,23.0
316,에센셜 베이직 티셔츠[OFFWHITE],드로우핏,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#레이어드반팔', '#루즈핏반팔티', '#무지티', '#반팔', '#오버핏반팔', '#티셔츠']",https://image.msscdn.net/images/goods_img/20170413/538279/538279_2_500.jpg,https://store.musinsa.com/app/product/detail/538279/0,포멀,23.0
317,SH9304 프렌치 스트라이프 셔츠,토마스모어,2019  F/W,['남'],스트라이프,상의,셔츠/블라우스,"['#남자셔츠', '#셔츠', '#스트라이프셔츠', '#줄무늬셔츠', '#캐쥬얼셔츠']",https://image.msscdn.net/images/goods_img/20200318/1355922/1355922_2_500.jpg,https://store.musinsa.com/app/product/detail/1355922/0,포멀,23.0
318,N195UTS910 네오디 스몰 로고 반팔 티셔츠 CARBON BLACK,내셔널지오그래픽,2019  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#스몰로고']",https://image.msscdn.net/images/goods_img/20190123/938647/938647_2_500.jpg,https://store.musinsa.com/app/product/detail/938647/0,ALL,23.0
319,에센셜 베이직 티셔츠[BLACK],드로우핏,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#루즈핏반팔티', '#무지티', '#반팔티', '#에센셜', '#오버핏반팔', '#오버핏티셔츠']",https://image.msscdn.net/images/goods_img/20170413/538280/538280_2_500.jpg,https://store.musinsa.com/app/product/detail/538280/0,포멀,23.0
320,Longsleeve 무지 긴팔티 black,꼼파뇨,ALL,['남'],검정색,상의,긴팔 티셔츠,"['#긴팔티', '#레이어드', '#롱슬리브', '#무지티', '#오버핏']",https://image.msscdn.net/images/goods_img/20160812/394608/394608_1_500.jpg,https://store.musinsa.com/app/product/detail/394608/0,캐주얼,20.0
321,솔리드 옥스포드 오버셔츠(스카이블루),테이크이지,2020  S/S,['남'],스카이 블루,상의,셔츠/블라우스,"['#레이어드', '#스트라이프', '#오버셔츠', '#오버핏', '#옥스포드']",https://image.msscdn.net/images/goods_img/20200305/1336398/1336398_2_500.jpg,https://store.musinsa.com/app/product/detail/1336398/0,ALL,23.0
322,[PACKAGE] LINEN SHIRTS+SHORTS,아노블리어,2020  S/S,['남'],베이지색,상의,셔츠/블라우스,"['#남자반바지', '#린넨바지', '#린넨셔츠', '#바지', '#반바지', '#셔츠', '#오픈카라셔츠']",https://image.msscdn.net/images/goods_img/20200710/1512551/1512551_1_500.jpg,https://store.musinsa.com/app/product/detail/1512551/0,포멀,23.0
323,RL001 ROYALLIFE ORIGINAL LOGO 1/2 TEE BLACK,로얄라이프,ALL,"['남,여']",검정색,상의,반팔 티셔츠,"['#로고', '#반팔', '#반팔티', '#시그니처로고', '#티셔츠', '#프린팅']",https://image.msscdn.net/images/goods_img/20170418/540420/540420_2_500.jpg,https://store.musinsa.com/app/product/detail/540420/0,캐주얼,23.0
324,LOCATION CREWNECK JA [BLACK],비바스튜디오,ALL  F/W,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#로고', '#로고맨투맨', '#로고스웨트', '#로고후드', '#맨투맨']",https://image.msscdn.net/images/goods_img/20180823/836495/836495_1_500.jpg,https://store.musinsa.com/app/product/detail/836495/0,캐주얼,17.0
325,[썸머 ver.][SET] 오디너리 아노락 반팔셋업_Smoke Beige,라퍼지스토어,2020  S/S,['남'],회색,상의,셔츠/블라우스,"['#라퍼지스토어셋업', '#반바지', '#세트', '#셋업컬렉션', '#아노락', '#트레이닝']",https://image.msscdn.net/images/goods_img/20190408/1007982/1007982_2_500.jpg,https://store.musinsa.com/app/product/detail/1007982/0,포멀,23.0
326,RELAX FIT OXFORD SHIRT [WHITE],무신사 스탠다드,2019  ALL,['남'],흰색,상의,셔츠/블라우스,"['#기본', '#베이직', '#사계절', '#옥스포드셔츠']",https://image.msscdn.net/images/goods_img/20180910/854337/854337_3_500.jpg,https://store.musinsa.com/app/product/detail/854337/0,포멀,23.0
327,Logo T-shirts (GK2TSU091WH),지프,2019  S/S,['남'],흰색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20190705/1090694/1090694_1_500.jpg,https://store.musinsa.com/app/product/detail/1090694/0,ALL,23.0
328,Layla everlasting love The Classic white shirt S40,다이아몬드 레이라,2019  F/W,['남'],흰색,상의,셔츠/블라우스,"['#긴팔', '#긴팔셔츠', '#남방', '#셔츠', '#플레인', '#플레인셔츠', '#화이트셔츠']",https://image.msscdn.net/images/goods_img/20190812/1116117/1116117_2_500.jpg,https://store.musinsa.com/app/product/detail/1116117/0,포멀,23.0
329,[20수] 헤비 오버핏 보더 반팔티 블랙,꼼파뇨,ALL,['여'],스트라이프,상의,반팔 티셔츠,"['#단가라', '#보더티', '#블랙화이트', '#스트라이프', '#오버핏']",https://image.msscdn.net/images/goods_img/20170504/550010/550010_2_500.jpg,https://store.musinsa.com/app/product/detail/550010/0,캐주얼,23.0
330,SWEAT SHIRT [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,상의,맨투맨/스웨트셔츠,"['#기본', '#베이직', '#스웨트셋업', '#스웨트컬렉션', '#이지웨어', '#트레이닝복']",https://image.msscdn.net/images/goods_img/20190201/947067/947067_3_500.jpg,https://store.musinsa.com/app/product/detail/947067/0,포멀,17.0
331,VN000GGGY281 / VANS CLASSIC-BLACK-WHITE,반스,ALL,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#로고티', '#반스클래식', '#반팔', '#반팔티', '#캐리오버', '#클래식티']",https://image.msscdn.net/images/goods_img/20170109/470357/470357_6_500.jpg,https://store.musinsa.com/app/product/detail/470357/0,캐주얼,23.0
332,M TEC SE TEE LEGGRN,아디다스,2020  S/S,['남'],올리브 그린,상의,반팔 티셔츠,"['#무지반팔', '#백프린트반팔', '#삼선반팔', '#아디다스반팔']",https://image.msscdn.net/images/goods_img/20200410/1396777/1396777_6_500.jpg,https://store.musinsa.com/app/product/detail/1396777/0,캐주얼,23.0
333,Big Wave S/S T-Shirts(Black),카멜워크,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#라운드', '#로고', '#면티', '#트로피컬', '#티셔츠', '#프린팅', '#하와이안']",https://image.msscdn.net/images/goods_img/20200515/1448787/1448787_2_500.jpg,https://store.musinsa.com/app/product/detail/1448787/0,캐주얼,23.0
334,기자 CP 스판 세미오버핏 티셔츠 (라이트그레이),쿠어,2020  S/S,['남'],라이트 그레이,상의,반팔 티셔츠,"['#기자', '#반팔', '#반팔티', '#반팔티셔츠', '#오버핏티셔츠', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200407/1388235/1388235_1_500.jpg,https://store.musinsa.com/app/product/detail/1388235/0,포멀,23.0
335,BOX LOGO SHORT SLEEVE JS [BLACK],비바스튜디오,2019  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#로고반팔티', '#로고티', '#반팔티']",https://image.msscdn.net/images/goods_img/20190319/986761/986761_3_500.jpg,https://store.musinsa.com/app/product/detail/986761/0,캐주얼,23.0
336,Ice Berg Short Sleeve Ivory STST3279,티떠블유엔,2020  S/S,['남'],아이보리,상의,반팔 티셔츠,"['#반팔', '#반팔티', '#반팔티셔츠', '#숏슬리브', '#오버핏', '#오버핏반팔']",https://image.msscdn.net/images/goods_img/20200402/1381908/1381908_1_500.jpg,https://store.musinsa.com/app/product/detail/1381908/0,캐주얼,23.0
337,WOMENS CREW NECK CROP T-SHIRT [WHITE],무신사 스탠다드,2020  S/S,['여'],흰색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#무신사스탠다드우먼즈', '#무지티', '#여름티', '#MU-T']",https://image.msscdn.net/images/goods_img/20200423/1417715/1417715_2_500.jpg,https://store.musinsa.com/app/product/detail/1417715/0,포멀,23.0
338,Hair Line Stripe Shirts Sky,파르티멘토,ALL,['남'],회색,상의,셔츠/블라우스,"['#남방', '#셔츠', '#스트라이프', '#스트라이프셔츠', '#X스트라이프']",https://image.msscdn.net/images/goods_img/20170404/533067/533067_4_500.jpg,https://store.musinsa.com/app/product/detail/533067/0,캐주얼,23.0
339,WOMENS CREW NECK CROP T-SHIRT [BLACK],무신사 스탠다드,2020  S/S,['여'],검정색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#무신사스탠다드우먼즈', '#무지티', '#여름티', '#MU-T']",https://image.msscdn.net/images/goods_img/20200423/1417716/1417716_2_500.jpg,https://store.musinsa.com/app/product/detail/1417716/0,포멀,23.0
340,Unisex Overfit Gleam ST Shirt-Black,필루미네이트,2019  S/S,['남'],스트라이프,상의,셔츠/블라우스,"['#남녀공용셔츠', '#셔츠', '#스트라이프', '#스트라이프셔츠', '#여름셔츠', '#오버핏', '#오버핏셔츠']",https://image.msscdn.net/images/goods_img/20190410/1009549/1009549_1_500.jpg,https://store.musinsa.com/app/product/detail/1009549/0,ALL,23.0
341,RELAX FIT CREW NECK T-SHIRT [GREYISH BLUE],무신사 스탠다드,2019  ALL,['남'],파란색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#루즈핏', '#면티셔츠', '#무지티', '#반팔티', '#MU-T']",https://image.msscdn.net/images/goods_img/20190327/996193/996193_3_500.jpg,https://store.musinsa.com/app/product/detail/996193/0,포멀,23.0
342,Unisex Overfit Gleam ST Shirt-Navy,필루미네이트,2019  S/S,['여'],스트라이프,상의,셔츠/블라우스,"['#남녀공용셔츠', '#셔츠', '#스트라이프', '#스트라이프셔츠', '#여름셔츠', '#오버핏', '#오버핏셔츠']",https://image.msscdn.net/images/goods_img/20190410/1009551/1009551_2_500.jpg,https://store.musinsa.com/app/product/detail/1009551/0,ALL,23.0
343,3/4 SLEEVE CREW NECK T-SHIRT [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#루즈핏', '#면티셔츠', '#무지티', '#반팔티', '#MU-T']",https://image.msscdn.net/images/goods_img/20190327/996516/996516_2_500.jpg,https://store.musinsa.com/app/product/detail/996516/0,포멀,23.0
344,포켓티 화이트 / K87-WHT,칼하트,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#반팔', '#포켓', '#포켓티', '#K87']",https://image.msscdn.net/images/goods_img/20170317/501694/501694_1_500.jpg,https://store.musinsa.com/app/product/detail/501694/0,캐주얼,23.0
345,SPRLA37C13,스파오,2020  S/S,['남'],기타,상의,반팔 티셔츠,"['#태연제로', '#ZERO']",https://image.msscdn.net/images/goods_img/20200728/1529704/1529704_1_500.jpg,https://store.musinsa.com/app/product/detail/1529704/0,캐주얼,23.0
346,[썸머 ver.][SET] 오디너리 아노락 반팔셋업_Neutral Gray,라퍼지스토어,2020  S/S,['남'],회색,상의,셔츠/블라우스,"['#라퍼지스토어셋업', '#반바지', '#세트', '#셋업컬렉션', '#아노락', '#트레이닝세트']",https://image.msscdn.net/images/goods_img/20200422/1415178/1415178_1_500.jpg,https://store.musinsa.com/app/product/detail/1415178/0,포멀,23.0
347,[썸머 ver.][SET] 오디너리 아노락 반팔셋업_Dim Gray,라퍼지스토어,2020  S/S,['남'],검정색,상의,셔츠/블라우스,"['#라퍼지스토어셋업', '#반바지', '#세트', '#셋업컬렉션', '#아노락', '#트레이닝']",https://image.msscdn.net/images/goods_img/20190408/1007978/1007978_2_500.jpg,https://store.musinsa.com/app/product/detail/1007978/0,포멀,23.0
348,M/G SMALL SIGN LOGO T-SHIRTS NEON,마크 곤잘레스,2018  S/S,['남'],네온 그린,상의,반팔 티셔츠,"['#로고', '#반팔', '#반팔티셔츠', '#스몰로고티셔츠', '#오버핏반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20180403/748059/748059_7_500.jpg,https://store.musinsa.com/app/product/detail/748059/0,포멀,23.0
349,PONTE RELAX FIT CREW NECK T-SHIRT [BLACK],무신사 스탠다드,2020  ALL,['남'],검정색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#무지티', '#여름티', '#하프슬리브', '#MU-T']",https://image.msscdn.net/images/goods_img/20200514/1446292/1446292_2_500.jpg,https://store.musinsa.com/app/product/detail/1446292/0,포멀,23.0
350,POCKET SMALL LOGO HALF T-SHIRT BLACK,리,병행수입,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#리반팔티', '#리청바지', '#반팔티', '#빅로고', '#LEE반팔티', '#LEE청바지']",https://image.msscdn.net/images/goods_img/20200519/1452646/1452646_1_500.jpg,https://store.musinsa.com/app/product/detail/1452646/0,캐주얼,23.0
351,PONTE LONG SLEEVE CREW NECK T-SHIRT [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,상의,긴팔 티셔츠,"['#기본티', '#라운드넥', '#레이어드', '#무지티', '#무티', '#이너', '#MU-T']",https://image.msscdn.net/images/goods_img/20191016/1190268/1190268_2_500.jpg,https://store.musinsa.com/app/product/detail/1190268/0,포멀,20.0
352,lettering soft sponge short sleeve -black-,집시,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#로고티셔츠', '#반팔티', '#반팔티셔츠', '#슬리브', '#오버사이즈', '#집시티셔츠']",https://image.msscdn.net/images/goods_img/20190410/1010592/1010592_1_500.jpg,https://store.musinsa.com/app/product/detail/1010592/0,포멀,23.0
353,RL701 BE THE FRIENDS SHORT SLEEVE - WHITE,로얄라이프,2020  S/S,"['남,여']",흰색,상의,반팔 티셔츠,"['#로고', '#반팔', '#반팔티', '#반팔티셔츠', '#숏슬리브', '#오버핏']",https://image.msscdn.net/images/goods_img/20200403/1384261/1384261_1_500.jpg,https://store.musinsa.com/app/product/detail/1384261/0,캐주얼,23.0
354,C.r.e.a.m SEMI OVER FIT T-SHIRT(WHITE),로맨틱 파이어리츠,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#낭만해적', '#낭만해적단', '#무지', '#반팔티셔츠', '#오버사이즈']",https://image.msscdn.net/images/goods_img/20190420/1021729/1021729_2_500.jpg,https://store.musinsa.com/app/product/detail/1021729/0,포멀,23.0
355,CAMP VARSITY PIGMENT OVER FIT TEE BLACK CHARCOAL,트래블,ALL,['남'],검정색,상의,반팔 티셔츠,"['#반팔', '#반팔티', '#오버사이즈', '#캠프바시티', '#티셔츠', '#피그먼트', '#피그먼트티']",https://image.msscdn.net/images/goods_img/20190314/982358/982358_2_500.jpg,https://store.musinsa.com/app/product/detail/982358/0,캐주얼,23.0
356,(1+1세트) K87 포켓 반팔티 7컬러,칼하트,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#칼하트반팔티', '#칼하트K87포켓반팔티', '#칼하트포켓티', '#오버핏반팔', '#포켓티', '#커플반팔티', '#반팔티']",https://image.msscdn.net/images/goods_img/20191111/1220357/1220357_4_500.jpg,https://store.musinsa.com/app/product/detail/1220357/0,캐주얼,23.0
357,CHAMPION T425,챔피온,병행수입,['남'],기타,상의,반팔 티셔츠,"['#무지', '#반팔티', '#챔피온반팔', '#챔피온반팔티', '#챔피온반팔티셔츠']",https://image.msscdn.net/images/goods_img/20171201/681947/681947_2_500.jpg,https://store.musinsa.com/app/product/detail/681947/0,캐주얼,23.0
358,LAYERD SLEEVELESS TOP [WHITE],무신사 스탠다드,2020  ALL,['남'],흰색,상의,민소매 티셔츠,"['#기본티셔츠', '#라운드넥', '#무지티셔츠', '#크루넥', '#MU-T']",https://image.msscdn.net/images/goods_img/20200402/1382694/1382694_4_500.jpg,https://store.musinsa.com/app/product/detail/1382694/0,포멀,27.0
359,TP72 OVERSIZE 7-CUT (EMBO BLACK),베리베인,ALL,['남'],검정색,상의,반팔 티셔츠,"['#무지', '#엠보', '#오버사이즈', '#오버핏', '#티셔츠', '#7부']",https://image.msscdn.net/images/goods_img/20170424/544238/544238_1_500.jpg,https://store.musinsa.com/app/product/detail/544238/0,포멀,23.0
