id,title,brand,season,gender,color,category,detail,hashtag,image,url,style,temperature
229,Longsleeve 무지 긴팔티 8컬러,브렌슨,2019  S/S,['남'],검정색,상의,긴팔 티셔츠,"['#긴팔티', '#레이어드', '#맨투맨', '#무지티', '#티셔츠', '#후드티']",https://image.msscdn.net/images/goods_img/20160902/404474/404474_11_500.jpg,https://store.musinsa.com/app/product/detail/404474/0,캐주얼,20.0
230,S/S WHALE GRAPHIC TEE BLACK,커버낫,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#반팔', '#반팔티', '#오버핏', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190328/997902/997902_1_500.jpg,https://store.musinsa.com/app/product/detail/997902/0,ALL,23.0
231,헤리티지 세리프 로고 루즈핏 반팔티 (FE2RSC5303X_OWH),휠라,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#로고', '#로고티셔츠', '#루즈핏', '#반팔티', '#반팔티셔츠', '#티셔츠', '#헤리티지']",https://image.msscdn.net/images/goods_img/20190329/999577/999577_3_500.jpg,https://store.musinsa.com/app/product/detail/999577/0,캐주얼,23.0
232,Layla blind for love Rope Stripe shirt S46 Sky Blue,다이아몬드 레이라,2020  S/S,['남'],스카이 블루,상의,셔츠/블라우스,"['#남자셔츠', '#미니멀', '#스트라이프', '#스트라이프셔츠', '#오버핏', '#커플셔츠', '#포켓셔츠']",https://image.msscdn.net/images/goods_img/20200207/1296430/1296430_1_500.jpg,https://store.musinsa.com/app/product/detail/1296430/0,포멀,23.0
233,빅 로고 반팔티 BIG LOGO HALF TEE-NAVY/WHITE,리,병행수입,['여'],파란색,상의,반팔 티셔츠,"['#로고', '#리반팔티', '#리청바지', '#반팔티', '#빅로고', '#LEE반팔티', '#LEE청바지']",https://image.msscdn.net/images/goods_img/20181112/903341/903341_2_500.jpg,https://store.musinsa.com/app/product/detail/903341/0,캐주얼,23.0
234,2020 SIGNATURE T-SHIRTS_black,5252 바이 오아이오아이,2020  S/S,"['남,여']",검정색,상의,반팔 티셔츠,"['#로고', '#로고티', '#반팔티', '#반팔티셔츠']",https://image.msscdn.net/images/goods_img/20200310/1342554/1342554_1_500.jpg,https://store.musinsa.com/app/product/detail/1342554/0,캐주얼,23.0
235,DSN-Logo Tee White,디스이즈네버댓,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#로고', '#반팔티셔츠']",https://image.msscdn.net/images/goods_img/20200219/1311681/1311681_2_500.jpg,https://store.musinsa.com/app/product/detail/1311681/0,ALL,23.0
236,M/G ANGEL LOGO T-SHIRTS WHITE,마크 곤잘레스,ALL,['남'],흰색,상의,반팔 티셔츠,"['#곤잘레스', '#로고', '#반팔', '#반팔티셔츠', '#엔젤로고', '#오버핏반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20180406/750808/750808_5_500.jpg,https://store.musinsa.com/app/product/detail/750808/0,포멀,23.0
237,S/S LAYOUT LOGO TEE WHITE,커버낫,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#로고', '#로고티', '#반팔티', '#오버핏']",https://image.msscdn.net/images/goods_img/20190228/968975/968975_2_500.jpg,https://store.musinsa.com/app/product/detail/968975/0,ALL,23.0
238,M-Logo Classic (GL5TSU173IV),지프,2020  S/S,['남'],아이보리,상의,반팔 티셔츠,"['#로고', '#로고티', '#반팔', '#반팔티', '#티셔츠', '#프린팅']",https://image.msscdn.net/images/goods_img/20200402/1383418/1383418_3_500.jpg,https://store.musinsa.com/app/product/detail/1383418/0,ALL,23.0
239,S/S AUTHENTIC LOGO TEE CHARCOAL,커버낫,2020  S/S,['남'],회색,상의,반팔 티셔츠,"['#로고', '#반팔', '#반팔티', '#오버핏', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190320/988612/988612_1_500.jpg,https://store.musinsa.com/app/product/detail/988612/0,ALL,23.0
240,20S/S 오버핏 피케티셔츠 (카키),랩12,2020  S/S,['남'],카키,상의,피케/카라 티셔츠,"['#반팔PK티셔츠', '#카라티셔츠', '#PK티셔츠']",https://image.msscdn.net/images/goods_img/20190430/1031257/1031257_3_500.jpg,https://store.musinsa.com/app/product/detail/1031257/0,포멀,20.0
241,BASIC PIQUE POLO SHIRT [BLACK],무신사 스탠다드,2020  S/S,['남'],검정색,상의,피케/카라 티셔츠,"['#면티셔츠', '#반팔티셔츠', '#폴로셔츠컬렉션', '#하프슬리브', '#MU-T']",https://image.msscdn.net/images/goods_img/20200407/1387960/1387960_1_500.jpg,https://store.musinsa.com/app/product/detail/1387960/0,포멀,20.0
242,LOOSE-FIT OPEN COLLAR  LINEN SHIRTS [WHITE],아노블리어,2020  S/S,['남'],흰색,상의,셔츠/블라우스,"['#린넨', '#린넨셔츠', '#반팔셔츠', '#셔츠', '#오버핏셔츠', '#체크셔츠', '#하와이안셔츠']",https://image.msscdn.net/images/goods_img/20190610/1067413/1067413_3_500.jpg,https://store.musinsa.com/app/product/detail/1067413/0,포멀,23.0
243,컬러 그라데이션 오버핏 반팔티셔츠 BLACK,트릴리온,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#그래픽', '#루즈핏', '#반팔', '#반팔티', '#반팔티셔츠', '#오버핏', '#크루넥']",https://image.msscdn.net/images/goods_img/20190328/997738/997738_5_500.jpg,https://store.musinsa.com/app/product/detail/997738/0,포멀,23.0
244,M/G ANGEL LOGO T-SHIRTS BLACK,마크 곤잘레스,ALL,['남'],검정색,상의,반팔 티셔츠,"['#곤잘레스', '#로고', '#반팔', '#반팔티셔츠', '#엔젤로고', '#오버핏반팔티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20180406/750806/750806_5_500.jpg,https://store.musinsa.com/app/product/detail/750806/0,포멀,23.0
245,M-Logo Classic (GL5TSU173BK),지프,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#로고티', '#반팔', '#반팔티', '#티셔츠', '#프린팅']",https://image.msscdn.net/images/goods_img/20200619/1491644/1491644_1_500.jpg,https://store.musinsa.com/app/product/detail/1491644/0,ALL,23.0
246,M/G SIGN LOGO T-SHIRTS NAVY,마크 곤잘레스,2019  S/S,['남'],네이비,상의,반팔 티셔츠,"['#곤잘레스', '#로고', '#반팔', '#반팔티셔츠', '#사인로고', '#사인로고티셔츠', '#오버핏반팔티']",https://image.msscdn.net/images/goods_img/20190404/1005689/1005689_3_500.jpg,https://store.musinsa.com/app/product/detail/1005689/0,포멀,23.0
247,LOOSE-FIT OPEN COLLAR TENCEL LINEN SHIRTS [BLACK],아노블리어,2020  S/S,['남'],검정색,상의,셔츠/블라우스,"['#린넨', '#린넨셔츠', '#반팔셔츠', '#셔츠', '#오버핏셔츠', '#체크셔츠', '#하와이안셔츠']",https://image.msscdn.net/images/goods_img/20190610/1067420/1067420_1_500.jpg,https://store.musinsa.com/app/product/detail/1067420/0,포멀,23.0
248,Layla endless love Fluff Mood Check shirt S24 Navy,다이아몬드 레이라,2019  F/W,['남'],체크,상의,셔츠/블라우스,"['#남방', '#셔츠', '#스트라이프셔츠', '#오버사이즈셔츠', '#체크', '#체크무늬셔츠', '#체크셔츠']",https://image.msscdn.net/images/goods_img/20180917/859956/859956_4_500.jpg,https://store.musinsa.com/app/product/detail/859956/0,포멀,23.0
249,1301 ADUT SHORT SEEVE TEE,트리플에이,ALL,['남'],기타,상의,반팔 티셔츠,"['#무지', '#무지티', '#반팔', '#반팔티', '#오버사이즈', '#오버핏', '#무지반팔']",https://image.msscdn.net/images/goods_img/20151104/274855/274855_6_500.jpg,https://store.musinsa.com/app/product/detail/274855/0,캐주얼,23.0
250,S/S SMALL AUTHENTIC LOGO TEE WHTIE,커버낫,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#로고', '#반팔', '#반팔티', '#오버핏', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190328/997917/997917_2_500.jpg,https://store.musinsa.com/app/product/detail/997917/0,ALL,23.0
251,LMC SEAWORLD TEE white,엘엠씨,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#그래픽', '#엘엠씨씨월드티셔츠', '#LMC반팔']",https://image.msscdn.net/images/goods_img/20200401/1378036/1378036_2_500.jpg,https://store.musinsa.com/app/product/detail/1378036/0,캐주얼,23.0
252,Unisex Overfit Earthnet Logo Tee-Purple,필루미네이트,2019  S/S,['남'],보라색,상의,반팔 티셔츠,"['#로고', '#반팔티', '#반팔티셔츠', '#여름티셔츠', '#오버핏', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190513/1042883/1042883_3_500.jpg,https://store.musinsa.com/app/product/detail/1042883/0,ALL,23.0
253,Kitten Boxy Tee [BLACK],스컬프터,2020  S/S,['여'],검정색,상의,반팔 티셔츠,"['#고양이', '#고양이티', '#그래픽', '#반팔', '#반팔티', '#오버핏']",https://image.msscdn.net/images/goods_img/20200518/1450200/1450200_1_500.jpg,https://store.musinsa.com/app/product/detail/1450200/0,캐주얼,23.0
254,TRIPLE BEARS T-SHIRT PIGMENT BLUE,론론,2020  S/S,['여'],파란색,상의,반팔 티셔츠,"['#론론X케어베어', '#반팔티', '#케어베어', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200401/1379270/1379270_1_500.jpg,https://store.musinsa.com/app/product/detail/1379270/0,캐주얼,23.0
255,lettering soft sponge short sleeve -marine blue-,집시,2020  S/S,['남'],파란색,상의,반팔 티셔츠,"['#로고', '#로고티셔츠', '#반팔티', '#반팔티셔츠', '#슬리브', '#오버사이즈', '#집시티셔츠']",https://image.msscdn.net/images/goods_img/20190410/1010593/1010593_1_500.jpg,https://store.musinsa.com/app/product/detail/1010593/0,포멀,23.0
256,RELAX FIT CREW NECK T-SHIRT [DARK GREY],무신사 스탠다드,2019  ALL,['남'],다크 그레이,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#루즈핏', '#면티셔츠', '#무지티', '#반팔티', '#MU-T']",https://image.msscdn.net/images/goods_img/20190327/996179/996179_2_500.jpg,https://store.musinsa.com/app/product/detail/996179/0,포멀,23.0
257,Unisex Overfit Earthnet Logo Tee-White,필루미네이트,2019  S/S,['남'],흰색,상의,반팔 티셔츠,"['#로고', '#반팔티', '#반팔티셔츠', '#여름티셔츠', '#오버핏', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190513/1042882/1042882_7_500.jpg,https://store.musinsa.com/app/product/detail/1042882/0,ALL,23.0
258,S/S AUTHENTIC LOGO TEE  NAVY,커버낫,2020  S/S,['남'],파란색,상의,반팔 티셔츠,"['#로고', '#반팔', '#어센틱', '#오버핏', '#티']",https://image.msscdn.net/images/goods_img/20180822/835055/835055_3_500.jpg,https://store.musinsa.com/app/product/detail/835055/0,ALL,23.0
259,포켓티 네이비 / K87-NVY,칼하트,병행수입,['남'],기타,상의,반팔 티셔츠,"['#포켓', '#포켓티', '#K87']",https://image.msscdn.net/images/goods_img/20170511/554039/554039_1_500.jpg,https://store.musinsa.com/app/product/detail/554039/0,캐주얼,23.0
260,드라이 스우시 반팔티 BV6708-010,나이키,병행수입,['남'],검정색,상의,반팔 티셔츠,[],https://image.msscdn.net/images/goods_img/20200217/1308001/1308001_1_500.jpg,https://store.musinsa.com/app/product/detail/1308001/0,캐주얼,23.0
261,RELAX FIT CREW NECK T-SHIRT [NAVY],무신사 스탠다드,2019  ALL,['남'],네이비,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#루즈핏', '#면티셔츠', '#무지티', '#반팔티', '#MU-T']",https://image.msscdn.net/images/goods_img/20190327/996180/996180_2_500.jpg,https://store.musinsa.com/app/product/detail/996180/0,포멀,23.0
262,Unisex Optimal Basic Linen Shirt-White,필루미네이트,2019  S/S,['남'],흰색,상의,셔츠/블라우스,"['#남자린넨셔츠', '#리넨', '#리넨셔츠', '#린넨', '#린넨셔츠', '#여름셔츠', '#여자린넨셔츠']",https://image.msscdn.net/images/goods_img/20190326/994588/994588_1_500.jpg,https://store.musinsa.com/app/product/detail/994588/0,ALL,23.0
263,Wooltan Check Shirts (Cream),쟈니웨스트,2018  F/W,['남'],체크,상의,셔츠/블라우스,"['#셔츠', '#오버핏셔츠', '#체크', '#체크무늬셔츠', '#체크셔츠', '#타탄체크']",https://image.msscdn.net/images/goods_img/20181025/890749/890749_2_500.jpg,https://store.musinsa.com/app/product/detail/890749/0,포멀,23.0
264,M-Logo Classic (GL5TSU173NA),지프,2020  S/S,['남'],네이비,상의,반팔 티셔츠,"['#로고', '#로고티', '#반팔', '#반팔티', '#티셔츠', '#프린팅']",https://image.msscdn.net/images/goods_img/20200318/1356893/1356893_1_500.jpg,https://store.musinsa.com/app/product/detail/1356893/0,ALL,23.0
265,헤리티지 세리프 로고 루즈핏 반팔티 (FE2RSC5303X_BLK),휠라,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#로고티셔츠', '#루즈핏', '#반팔티', '#반팔티셔츠', '#티셔츠', '#헤리티지']",https://image.msscdn.net/images/goods_img/20190329/999580/999580_2_500.jpg,https://store.musinsa.com/app/product/detail/999580/0,캐주얼,23.0
266,(2PACK) AAA 1301 ADUT SHORT SEEVE TEE BACKWHITE,트리플에이,ALL,['남'],기타,상의,반팔 티셔츠,"['#무지', '#오버사이즈', '#오버핏', '#무지반팔', '#여름']",https://image.msscdn.net/images/goods_img/20160603/364484/364484_4_500.jpg,https://store.musinsa.com/app/product/detail/364484/0,캐주얼,23.0
267,WOMENS BASIC CREW NECK T-SHIRT [WHITE],무신사 스탠다드,2020  S/S,['여'],흰색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#무신사스탠다드우먼즈', '#무지티', '#여름티', '#MU-T']",https://image.msscdn.net/images/goods_img/20200423/1417691/1417691_2_500.jpg,https://store.musinsa.com/app/product/detail/1417691/0,포멀,23.0
268,M TEC SE TEE BLACK,아디다스,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#무지반팔', '#백프린트반팔', '#삼선반팔', '#아디다스반팔']",https://image.msscdn.net/images/goods_img/20200410/1396776/1396776_6_500.jpg,https://store.musinsa.com/app/product/detail/1396776/0,캐주얼,23.0
269,Layla endless love Vintage Black dot Stripe shirt S22,다이아몬드 레이라,2019  F/W,['남'],스트라이프,상의,셔츠/블라우스,"['#남방', '#셔츠', '#스트라이프', '#스트라이프셔츠', '#오버사이즈셔츠', '#체크셔츠']",https://image.msscdn.net/images/goods_img/20180810/826451/826451_8_500.jpg,https://store.musinsa.com/app/product/detail/826451/0,포멀,23.0
270,COOLTANDARD RELAX FIT CREW NECK T-SHIRT [BLACK],무신사 스탠다드,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#기능성', '#기본티', '#루즈핏', '#릴렉스핏', '#쿨탠다드', '#하프슬리브티셔츠']",https://image.msscdn.net/images/goods_img/20200407/1388775/1388775_1_500.jpg,https://store.musinsa.com/app/product/detail/1388775/0,포멀,23.0
271,OPEN COLLAR T-SHIRTS [INDI BLUE],드로우핏,2020  S/S,['남'],파란색,상의,피케/카라 티셔츠,"['#루즈핏반팔티', '#반팔', '#반팔티', '#오버사이즈', '#오버핏반팔', '#오픈카라', '#카라티']",https://image.msscdn.net/images/goods_img/20180424/763199/763199_6_500.jpg,https://store.musinsa.com/app/product/detail/763199/0,포멀,20.0
272,탑필 울 라운드 니트 (웜샌드),쿠어,2020  F/W,['남'],샌드,상의,니트/스웨터,"['#니트', '#오버사이즈니트', '#울니트', '#울라운드니트', '#쿠어니트']",https://image.msscdn.net/images/goods_img/20200813/1548457/1548457_2_500.jpg,https://store.musinsa.com/app/product/detail/1548457/0,포멀,17.0
273,VENT LAYERED T-SHIRT [WHITE],드로우핏,ALL,['남'],흰색,상의,긴팔 티셔츠,"['#기본티', '#긴팔티', '#레이어드티', '#레이어드티셔츠', '#롱슬리브', '#쭉티']",https://image.msscdn.net/images/goods_img/20160907/407067/407067_5_500.jpg,https://store.musinsa.com/app/product/detail/407067/0,포멀,20.0
274,WOMENS BASIC CREW NECK T-SHIRT [BLACK],무신사 스탠다드,2020  S/S,['여'],검정색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#무신사스탠다드우먼즈', '#무지티', '#여름티', '#MU-T']",https://image.msscdn.net/images/goods_img/20200423/1417692/1417692_2_500.jpg,https://store.musinsa.com/app/product/detail/1417692/0,포멀,23.0
275,S/S LAYOUT LOGO TEE NEON,커버낫,2020  S/S,['남'],녹색,상의,반팔 티셔츠,"['#로고티', '#반팔', '#반팔티', '#오버핏']",https://image.msscdn.net/images/goods_img/20190529/1059191/1059191_3_500.jpg,https://store.musinsa.com/app/product/detail/1059191/0,ALL,23.0
276,OPEN COLLAR T-SHIRTS [BLACK],드로우핏,2020  S/S,['남'],검정색,상의,피케/카라 티셔츠,"['#루즈핏반팔티', '#반팔', '#반팔티', '#오버사이즈', '#오버핏반팔', '#오픈카라', '#카라티']",https://image.msscdn.net/images/goods_img/20180424/763197/763197_3_500.jpg,https://store.musinsa.com/app/product/detail/763197/0,포멀,20.0
277,컬러 그라데이션 오버핏 반팔티셔츠 BLUE,트릴리온,2020  S/S,['남'],파란색,상의,반팔 티셔츠,"['#그래픽', '#루즈핏', '#반팔', '#반팔티', '#오버핏', '#크루넥', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190328/997783/997783_6_500.jpg,https://store.musinsa.com/app/product/detail/997783/0,포멀,23.0
278,[기획상품] 베이직 레이어드 티셔츠 [블랙/아이보리],미나브,2018  S/S,['남'],흰색,상의,긴팔 티셔츠,"['#레이어드', '#롱슬리브', '#무지티', '#베이직', '#쭉티', '#티셔츠']",https://image.msscdn.net/images/goods_img/20180206/710323/710323_9_500.jpg,https://store.musinsa.com/app/product/detail/710323/0,포멀,20.0
279,20S/S 오버핏 피케티셔츠 (네이비),랩12,2020  S/S,['남'],파란색,상의,피케/카라 티셔츠,"['#반팔PK티셔츠', '#카라티셔츠', '#PK티셔츠']",https://image.msscdn.net/images/goods_img/20190430/1031259/1031259_3_500.jpg,https://store.musinsa.com/app/product/detail/1031259/0,포멀,20.0
280,Big Wave S/S T-Shirts(White),카멜워크,2019  S/S,['남'],흰색,상의,반팔 티셔츠,"['#라운드', '#로고', '#면티', '#트로피컬', '#티셔츠', '#프린팅', '#하와이안']",https://image.msscdn.net/images/goods_img/20190530/1060019/1060019_1_500.jpg,https://store.musinsa.com/app/product/detail/1060019/0,캐주얼,23.0
281,MHSH3001-WH  BASIC OXFORD SHIRT [WHITE],무신사 스탠다드,2019  ALL,['남'],흰색,상의,셔츠/블라우스,"['#기본', '#레귤러핏', '#베이직', '#사계절', '#옥스포드셔츠']",https://image.msscdn.net/images/goods_img/20180305/728000/728000_4_500.jpg,https://store.musinsa.com/app/product/detail/728000/0,포멀,23.0
282,RELAX FIT SILKY SHIRT [WHITE],무신사 스탠다드,2019  ALL,['남'],흰색,상의,셔츠/블라우스,"['#드레스셔츠', '#루즈핏', '#사계절', '#실크', '#오버사이즈셔츠', '#오버핏']",https://image.msscdn.net/images/goods_img/20190315/983818/983818_1_500.jpg,https://store.musinsa.com/app/product/detail/983818/0,포멀,23.0
283,PawPaw T-shirt(WHITE),메인부스,2020  S/S,['여'],흰색,상의,반팔 티셔츠,"['#그래픽', '#반팔', '#반팔티', '#반팔티셔츠', '#오버핏', '#오버핏반팔', '#티셔츠']",https://image.msscdn.net/images/goods_img/20200207/1296038/1296038_2_500.jpg,https://store.musinsa.com/app/product/detail/1296038/0,캐주얼,23.0
284,[16수] 오아시스 피그먼트 자수 반팔 딥챠콜,꼼파뇨,2020  S/S,['남'],다크 그레이,상의,반팔 티셔츠,"['#그래픽', '#남녀공용', '#반팔티', '#오버핏', '#자수', '#피그먼트']",https://image.msscdn.net/images/goods_img/20200406/1386488/1386488_1_500.jpg,https://store.musinsa.com/app/product/detail/1386488/0,캐주얼,23.0
285,COOPER LOGO CREWNECK NAVY,커버낫,2020  ALL,['남'],파란색,상의,맨투맨/스웨트셔츠,"['#긴팔', '#로고', '#로고맨투맨', '#로고스웨트', '#맨투맨', '#크루넥']",https://image.msscdn.net/images/goods_img/20190919/1160367/1160367_1_500.jpg,https://store.musinsa.com/app/product/detail/1160367/0,ALL,17.0
286,Hound Tooth Check Shirts Khaki HSSS2207,제멋,2019  S/S,['남'],체크,상의,셔츠/블라우스,"['#반팔셔츠', '#셔츠', '#오버핏셔츠', '#체크셔츠', '#하운드체크']",https://image.msscdn.net/images/goods_img/20190416/1015136/1015136_1_500.jpg,https://store.musinsa.com/app/product/detail/1015136/0,캐주얼,23.0
287,빅 로고 반팔티 BIG LOGO HALF TEE-WHITE/NAVY,리,병행수입,['남'],흰색,상의,반팔 티셔츠,"['#로고', '#리반팔티', '#리청바지', '#반팔티', '#빅로고', '#LEE반팔티', '#LEE청바지']",https://image.msscdn.net/images/goods_img/20181112/903340/903340_4_500.jpg,https://store.musinsa.com/app/product/detail/903340/0,캐주얼,23.0
288,CAMP VARSITY PIGMENT SWEATSHIRT BLUE SHADOW,트래블,2018  F/W,['남'],파란색,상의,맨투맨/스웨트셔츠,"['#기모맨투맨', '#백포인트', '#캠프바시티', '#피그먼트']",https://image.msscdn.net/images/goods_img/20181104/897632/897632_1_500.jpg,https://store.musinsa.com/app/product/detail/897632/0,캐주얼,17.0
289,Kitten Boxy Tee [WHITE],스컬프터,2020  S/S,['여'],흰색,상의,반팔 티셔츠,"['#고양이', '#고양이티', '#그래픽', '#반팔', '#반팔티', '#오버핏']",https://image.msscdn.net/images/goods_img/20200518/1450203/1450203_1_500.jpg,https://store.musinsa.com/app/product/detail/1450203/0,캐주얼,23.0
290,C.r.e.a.m SEMI OVER FIT T-SHIRT(BLUE GRAY),로맨틱 파이어리츠,2020  S/S,['남'],파란색,상의,반팔 티셔츠,"['#낭만해적', '#낭만해적단', '#무지', '#반팔티셔츠', '#오버사이즈']",https://image.msscdn.net/images/goods_img/20190420/1021724/1021724_2_500.jpg,https://store.musinsa.com/app/product/detail/1021724/0,포멀,23.0
291,M/G STRIPE LONG SLEEVE BLUE,마크 곤잘레스,2020  F/W,['남'],파란색,상의,긴팔 티셔츠,"['#긴팔티', '#롱슬리브', '#스트라이프', '#엔젤로고', '#체크']",https://image.msscdn.net/images/goods_img/20200225/1322020/1322020_7_500.jpg,https://store.musinsa.com/app/product/detail/1322020/0,포멀,20.0
292,20S/S 오버핏 피케티셔츠 (브라운),랩12,2019  S/S,['남'],갈색,상의,피케/카라 티셔츠,"['#반팔PK티셔츠', '#카라티셔츠', '#PK티셔츠']",https://image.msscdn.net/images/goods_img/20190430/1031258/1031258_3_500.jpg,https://store.musinsa.com/app/product/detail/1031258/0,포멀,20.0
293,폴로티 블랙 / K570-001,칼하트,병행수입,['남'],검정색,상의,피케/카라 티셔츠,['#폴로티'],https://image.msscdn.net/images/goods_img/20170502/549157/549157_1_500.jpg,https://store.musinsa.com/app/product/detail/549157/0,캐주얼,20.0
294,오픈카라 링클프리 페이즐리 반팔 셔츠 BLACK,니티드,2020  S/S,"['남,여']",검정색,상의,셔츠/블라우스,"['#반팔셔츠', '#셔츠', '#여름셔츠', '#오버핏셔츠', '#오픈카라셔츠', '#페이즐리']",https://image.msscdn.net/images/goods_img/20200522/1458690/1458690_2_500.jpg,https://store.musinsa.com/app/product/detail/1458690/0,ALL,23.0
295,Y.E.S Neon Tee Black,예스아이씨,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#반팔']",https://image.msscdn.net/images/goods_img/20200403/1385077/1385077_1_500.jpg,https://store.musinsa.com/app/product/detail/1385077/0,캐주얼,23.0
296,COOLTANDARD RELAX FIT CREW NECK T-SHIRT [WHITE],무신사 스탠다드,2020  S/S,['남'],흰색,상의,반팔 티셔츠,"['#기능성', '#기본티', '#루즈핏', '#릴렉스핏', '#쿨탠다드', '#하프슬리브티셔츠']",https://image.msscdn.net/images/goods_img/20200407/1388776/1388776_1_500.jpg,https://store.musinsa.com/app/product/detail/1388776/0,포멀,23.0
297,S/S SMALL AUTHENTIC LOGO TEE BLACK,커버낫,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#로고', '#반팔', '#반팔티', '#오버핏', '#티셔츠']",https://image.msscdn.net/images/goods_img/20190328/997918/997918_2_500.jpg,https://store.musinsa.com/app/product/detail/997918/0,ALL,23.0
298,LOCATION CREWNECK JA [INDIGO BLUE],비바스튜디오,ALL  F/W,['남'],파란색,상의,맨투맨/스웨트셔츠,"['#로고', '#로고맨투맨', '#로고후드', '#맨투맨']",https://image.msscdn.net/images/goods_img/20180823/836499/836499_1_500.jpg,https://store.musinsa.com/app/product/detail/836499/0,캐주얼,17.0
299,(2PACK) AAA 1301 ADUT SHORT SEEVE TEE,트리플에이,ALL,['남'],기타,상의,반팔 티셔츠,"['#무지', '#무지티', '#반팔', '#반팔티', '#오버사이즈', '#티셔츠', '#무지티셔츠']",https://image.msscdn.net/images/goods_img/20170516/557880/557880_3_500.jpg,https://store.musinsa.com/app/product/detail/557880/0,캐주얼,23.0
300,T-Logo Tee White (002),디스이즈네버댓,ALL  ALL,['남'],흰색,상의,반팔 티셔츠,['#로고'],https://image.msscdn.net/images/goods_img/20190228/969668/969668_2_500.jpg,https://store.musinsa.com/app/product/detail/969668/0,ALL,23.0
301,[16수] 문캐처 아트웍 반팔 블랙,꼼파뇨,2020  S/S,['남'],검정색,상의,반팔 티셔츠,"['#그래픽', '#남녀공용', '#반팔티', '#오버핏', '#커플티', '#프린팅']",https://image.msscdn.net/images/goods_img/20200409/1393389/1393389_1_500.jpg,https://store.musinsa.com/app/product/detail/1393389/0,캐주얼,23.0
302,Layla blind for love Violet Rope Stripe shirt S46 Violet,다이아몬드 레이라,2020  S/S,['남'],라벤더,상의,셔츠/블라우스,"['#남자셔츠', '#미니멀', '#스트라이프', '#스트라이프셔츠', '#커플셔츠', '#포켓셔츠']",https://image.msscdn.net/images/goods_img/20200318/1356150/1356150_1_500.jpg,https://store.musinsa.com/app/product/detail/1356150/0,포멀,23.0
303,Washed Pocket S/S T-Shirts(Khaki),카멜워크,2020  S/S,['남'],녹색,상의,반팔 티셔츠,"['#라운드', '#면티', '#무지', '#반팔', '#티셔츠', '#포켓']",https://image.msscdn.net/images/goods_img/20190522/1052618/1052618_1_500.jpg,https://store.musinsa.com/app/product/detail/1052618/0,캐주얼,23.0
304,OVERSIZED LINEN PULLOVER COLLAR SHIRT [MINT GREY],드로우핏,2020  S/S,['남'],민트,상의,셔츠/블라우스,"['#남방', '#리넨셔츠', '#린넨셔츠', '#셔츠', '#오버핏셔츠']",https://image.msscdn.net/images/goods_img/20200429/1427138/1427138_1_500.jpg,https://store.musinsa.com/app/product/detail/1427138/0,포멀,23.0
305,RELAX FIT SILKY SHIRT [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,상의,셔츠/블라우스,"['#드레스셔츠', '#루즈핏', '#사계절', '#실크', '#오버사이즈셔츠', '#오버핏']",https://image.msscdn.net/images/goods_img/20190315/983819/983819_1_500.jpg,https://store.musinsa.com/app/product/detail/983819/0,포멀,23.0
306,layered long sleeveless package(HJST2072),제멋,,['남'],흰색,상의,민소매 티셔츠,"['#나시', '#레이어드', '#민소매', '#슬리브리스', '#티셔츠', '#패키지']",https://image.msscdn.net/images/goods_img/20170510/552760/552760_1_500.jpg,https://store.musinsa.com/app/product/detail/552760/0,캐주얼,27.0
307,RELAX FIT CREW NECK POCKET T-SHIRT [BLACK],무신사 스탠다드,2019  ALL,['남'],검정색,상의,반팔 티셔츠,"['#기본티', '#라운드넥', '#루즈핏', '#면티셔츠', '#무지티', '#반팔티', '#MU-T']",https://image.msscdn.net/images/goods_img/20190327/996508/996508_2_500.jpg,https://store.musinsa.com/app/product/detail/996508/0,포멀,23.0
